"transcript_id","q_value",".transcript_raw","transcript","qvalue","ensembl_gene_id","gene_name"
"ENST00000468027.5",0.000521744,"ENST00000468027.5","ENST00000468027",0.000521744,"ENSG00000187514","PTMA"
"ENST00000495333.6",0.000525091,"ENST00000495333.6","ENST00000495333",0.000525091,"ENSG00000156508","EEF1A1"
"ENST00000528097.5",0.000530903,"ENST00000528097.5","ENST00000528097",0.000530903,"ENSG00000177156","TALDO1"
"ENST00000462067.1",0.000531319,"ENST00000462067.1","ENST00000462067",0.000531319,"ENSG00000116898","MRPS15"
"ENST00000695871.1",0.000540425,"ENST00000695871.1","ENST00000695871",0.000540425,"ENSG00000185043","CIB1"
"ENST00000579687.5",0.000546942,"ENST00000579687.5","ENST00000579687",0.000546942,"ENSG00000108622","ICAM2"
"ENST00000562336.5",0.000547636,"ENST00000562336.5","ENST00000562336",0.000547636,"ENSG00000131143","COX4I1"
"ENST00000273860.8",0.000549795,"ENST00000273860.8","ENST00000273860",0.000549795,"ENSG00000145247","OCIAD2"
"ENST00000558205.5",0.000552132,"ENST00000558205.5","ENST00000558205",0.000552132,"ENSG00000128463","EMC4"
"ENST00000520028.2",0.000559866,"ENST00000520028.2","ENST00000520028",0.000559866,"ENSG00000169567","HINT1"
"ENST00000475276.1",0.000561745,"ENST00000475276.1","ENST00000475276",0.000561745,"ENSG00000090266","NDUFB2"
"ENST00000448864.6",0.00056286,"ENST00000448864.6","ENST00000448864",0.00056286,"ENSG00000182899","RPL35A"
"ENST00000525803.1",0.000564926,"ENST00000525803.1","ENST00000525803",0.000564926,"ENSG00000150787","PTS"
"ENST00000530337.6",0.000565932,"ENST00000530337.6","ENST00000530337",0.000565932,"ENSG00000079459","FDFT1"
"ENST00000471772.6",0.000569748,"ENST00000471772.6","ENST00000471772",0.000569748,"ENSG00000143947","RPS27A"
"ENST00000526446.5",0.000574363,"ENST00000526446.5","ENST00000526446",0.000574363,"ENSG00000110717","NDUFS8"
"ENST00000253452.8",0.000585294,"ENST00000253452.8","ENST00000253452",0.000585294,"ENSG00000131143","COX4I1"
"ENST00000574734.5",0.000585935,"ENST00000574734.5","ENST00000574734",0.000585935,"ENSG00000129235","TXNDC17"
"ENST00000374050.4",0.000592185,"ENST00000374050.4","ENST00000374050",0.000592185,"ENSG00000136888","ATP6V1G1"
"ENST00000302979.5",0.000595603,"ENST00000302979.5","ENST00000302979",0.000595603,"ENSG00000186184","POLR1D"
"ENST00000362093.4",0.000595603,"ENST00000362093.4","ENST00000362093",0.000595603,"ENSG00000217555","CKLF"
"ENST00000565075.5",0.00059738,"ENST00000565075.5","ENST00000565075",0.00059738,"ENSG00000103769","RAB11A"
"ENST00000673047.2",0.00059738,"ENST00000673047.2","ENST00000673047",0.00059738,"ENSG00000111716","LDHB"
"ENST00000610826.4",0.00059738,"ENST00000610826.4","ENST00000610826",0.00059738,"ENSG00000278270","RPS9"
"ENST00000442210.2",0.000601978,"ENST00000442210.2","ENST00000442210",0.000601978,"ENSG00000182196","ARL6IP4"
"ENST00000476181.5",0.00060504,"ENST00000476181.5","ENST00000476181",0.00060504,"ENSG00000090266","NDUFB2"
"ENST00000527109.5",0.000610589,"ENST00000527109.5","ENST00000527109",0.000610589,"ENSG00000140988","RPS2"
"ENST00000616764.5",0.000610634,"ENST00000616764.5","ENST00000616764",0.000610634,"ENSG00000165949","IFI27"
"ENST00000496582.5",0.000613281,"ENST00000496582.5","ENST00000496582",0.000613281,"ENSG00000182899","RPL35A"
"ENST00000571613.5",0.000620902,"ENST00000571613.5","ENST00000571613",0.000620902,"ENSG00000129197","RPAIN"
"ENST00000256680.10",0.000630574,"ENST00000256680.10","ENST00000256680",0.000630574,"ENSG00000134285","FKBP11"
"ENST00000632529.1",0.000630574,"ENST00000632529.1","ENST00000632529",0.000630574,"ENSG00000278243","GFUS"
"ENST00000288398.10",0.000633584,"ENST00000288398.10","ENST00000288398",0.000633584,"ENSG00000140416","TPM1"
"ENST00000526522.5",0.000634745,"ENST00000526522.5","ENST00000526522",0.000634745,"ENSG00000140988","RPS2"
"ENST00000532345.1",0.00063851,"ENST00000532345.1","ENST00000532345",0.00063851,"ENSG00000185475","TMEM179B"
"ENST00000361611.11",0.000640856,"ENST00000361611.11","ENST00000361611",0.000640856,"ENSG00000100804","PSMB5"
"ENST00000216463.8",0.000655492,"ENST00000216463.8","ENST00000216463",0.000655492,"ENSG00000100575","TIMM9"
"ENST00000662562.2",0.000667676,"ENST00000662562.2","ENST00000662562",0.000667676,"ENSG00000070831","CDC42"
"ENST00000374948.6",0.000668709,"ENST00000374948.6","ENST00000374948",0.000668709,"ENSG00000089685","BIRC5"
"ENST00000577640.1",0.000668801,"ENST00000577640.1","ENST00000577640",0.000668801,"ENSG00000170315","UBB"
"ENST00000473479.5",0.000674,"ENST00000473479.5","ENST00000473479",0.000674,"ENSG00000168385","SEPTIN2"
"ENST00000602169.2",0.000675003,"ENST00000602169.2","ENST00000602169",0.000675003,"ENSG00000160014","CALM3"
"ENST00000260952.9",0.000675374,"ENST00000260952.9","ENST00000260952",0.000675374,"ENSG00000138381","ASNSD1"
"ENST00000247866.9",0.000675781,"ENST00000247866.9","ENST00000247866",0.000675781,"ENSG00000090266","NDUFB2"
"ENST00000394665.5",0.000678355,"ENST00000394665.5","ENST00000394665",0.000678355,"ENSG00000109475","RPL34"
"ENST00000678234.1",0.000680523,"ENST00000678234.1","ENST00000678234",0.000680523,"ENSG00000136888","ATP6V1G1"
"ENST00000515463.1",0.000680542,"ENST00000515463.1","ENST00000515463",0.000680542,"ENSG00000153037","SRP19"
"ENST00000409500.7",0.000681432,"ENST00000409500.7","ENST00000409500",0.000681432,"ENSG00000197448","GSTK1"
"ENST00000552218.5",0.000686658,"ENST00000552218.5","ENST00000552218",0.000686658,"ENSG00000111481","COPZ1"
"ENST00000439747.7",0.00070143,"ENST00000439747.7","ENST00000439747",0.00070143,"ENSG00000082515","MRPL22"
"ENST00000509578.1",0.000708442,"ENST00000509578.1","ENST00000509578",0.000708442,"ENSG00000127184","COX7C"
"ENST00000470985.3",0.000714383,"ENST00000470985.3","ENST00000470985",0.000714383,"ENSG00000111716","LDHB"
"ENST00000546939.5",0.000716318,"ENST00000546939.5","ENST00000546939",0.000716318,"ENSG00000135404","CD63"
"ENST00000592141.6",0.000723233,"ENST00000592141.6","ENST00000592141",0.000723233,"ENSG00000126267","COX6B1"
"ENST00000296102.8",0.000728823,"ENST00000296102.8","ENST00000296102",0.000728823,"ENSG00000243147","MRPL33"
"ENST00000562362.5",0.000731174,"ENST00000562362.5","ENST00000562362",0.000731174,"ENSG00000166595","CIAO2B"
"ENST00000490988.1",0.000737219,"ENST00000490988.1","ENST00000490988",0.000737219,"ENSG00000239865","RPP21"
"ENST00000644142.1",0.000748448,"ENST00000644142.1","ENST00000644142",0.000748448,"ENSG00000172922","RNASEH2C"
"ENST00000587201.6",0.000754038,"ENST00000587201.6","ENST00000587201",0.000754038,"ENSG00000167460","TPM4"
"ENST00000529073.5",0.000754992,"ENST00000529073.5","ENST00000529073",0.000754992,"ENSG00000137500","CCDC90B"
"ENST00000556007.6",0.000763411,"ENST00000556007.6","ENST00000556007",0.000763411,"ENSG00000100575","TIMM9"
"ENST00000377036.2",0.000764734,"ENST00000377036.2","ENST00000377036",0.000764734,"ENSG00000160049","DFFA"
"ENST00000377038.8",0.000764734,"ENST00000377038.8","ENST00000377038",0.000764734,"ENSG00000160049","DFFA"
"ENST00000465936.5",0.000764734,"ENST00000465936.5","ENST00000465936",0.000764734,"ENSG00000165629","ATP5F1C"
"ENST00000446079.5",0.000766753,"ENST00000446079.5","ENST00000446079",0.000766753,"ENSG00000114353","GNAI2"
"ENST00000674432.1",0.000772288,"ENST00000674432.1","ENST00000674432",0.000772288,"ENSG00000077549","CAPZB"
"ENST00000546654.1",0.000776928,"ENST00000546654.1","ENST00000546654",0.000776928,"ENSG00000229117","RPL41"
"ENST00000488179.6",0.000786479,"ENST00000488179.6","ENST00000488179",0.000786479,"ENSG00000163479","SSR2"
"ENST00000475953.6",0.000787534,"ENST00000475953.6","ENST00000475953",0.000787534,"ENSG00000175061","SNHG29"
"ENST00000526464.6",0.000799589,"ENST00000526464.6","ENST00000526464",0.000799589,"ENSG00000008517","IL32"
"ENST00000338825.5",0.000800259,"ENST00000338825.5","ENST00000338825",0.000800259,"ENSG00000187840","EIF4EBP1"
"ENST00000520657.1",0.000800259,"ENST00000520657.1","ENST00000520657",0.000800259,"ENSG00000187840","EIF4EBP1"
"ENST00000489407.1",0.000810831,"ENST00000489407.1","ENST00000489407",0.000810831,"ENSG00000241343","RPL36A"
"ENST00000328159.9",0.000833518,"ENST00000328159.9","ENST00000328159",0.000833518,"ENSG00000143549","TPM3"
"ENST00000552672.5",0.000834304,"ENST00000552672.5","ENST00000552672",0.000834304,"ENSG00000123353","ORMDL2"
"ENST00000487698.5",0.000838336,"ENST00000487698.5","ENST00000487698",0.000838336,"ENSG00000115524","SF3B1"
"ENST00000338148.8",0.000839388,"ENST00000338148.8","ENST00000338148",0.000839388,"ENSG00000185414","MRPL30"
"ENST00000585030.6",0.000841473,"ENST00000585030.6","ENST00000585030",0.000841473,"ENSG00000232956","SNHG15"
"ENST00000379270.5",0.000842012,"ENST00000379270.5","ENST00000379270",0.000842012,"ENSG00000130066","SAT1"
"ENST00000392201.1",0.000844026,"ENST00000392201.1","ENST00000392201",0.000844026,"ENSG00000126267","COX6B1"
"ENST00000456711.5",0.000850152,"ENST00000456711.5","ENST00000456711",0.000850152,"ENSG00000148444","COMMD3"
"ENST00000476470.5",0.000850748,"ENST00000476470.5","ENST00000476470",0.000850748,"ENSG00000090266","NDUFB2"
"ENST00000489843.1",0.000855615,"ENST00000489843.1","ENST00000489843",0.000855615,"ENSG00000168374","ARF4"
"ENST00000249289.5",0.00085684,"ENST00000249289.5","ENST00000249289",0.00085684,"ENSG00000128524","ATP6V1F"
"ENST00000492758.1",0.00085684,"ENST00000492758.1","ENST00000492758",0.00085684,"ENSG00000128524","ATP6V1F"
"ENST00000543465.5",0.000865025,"ENST00000543465.5","ENST00000543465",0.000865025,"ENSG00000215021","PHB2"
"ENST00000474941.1",0.000871275,"ENST00000474941.1","ENST00000474941",0.000871275,"ENSG00000008324","SS18L2"
"ENST00000534319.5",0.000871275,"ENST00000534319.5","ENST00000534319",0.000871275,"ENSG00000109971","HSPA8"
"ENST00000477273.5",0.000878989,"ENST00000477273.5","ENST00000477273",0.000878989,"ENSG00000226225","RPS18"
"ENST00000524576.5",0.000884031,"ENST00000524576.5","ENST00000524576",0.000884031,"ENSG00000174547","MRPL11"
"ENST00000389463.9",0.000885065,"ENST00000389463.9","ENST00000389463",0.000885065,"ENSG00000112769","LAMA4"
"ENST00000627111.2",0.000889666,"ENST00000627111.2","ENST00000627111",0.000889666,"ENSG00000275214","IFI27"
"ENST00000592700.2",0.000893187,"ENST00000592700.2","ENST00000592700",0.000893187,"ENSG00000115268","RPS15"
"ENST00000555914.5",0.000896132,"ENST00000555914.5","ENST00000555914",0.000896132,"ENSG00000092199","HNRNPC"
"ENST00000486421.1",0.00089872,"ENST00000486421.1","ENST00000486421",0.00089872,"ENSG00000137210","TMEM14B"
"ENST00000529611.5",0.000905609,"ENST00000529611.5","ENST00000529611",0.000905609,"ENSG00000137500","CCDC90B"
"ENST00000581993.5",0.00090621,"ENST00000581993.5","ENST00000581993",0.00090621,"ENSG00000125445","MRPS7"
"ENST00000548013.5",0.000907888,"ENST00000548013.5","ENST00000548013",0.000907888,"ENSG00000257727","CNPY2"
"ENST00000604367.1",0.000908018,"ENST00000604367.1","ENST00000604367",0.000908018,"ENSG00000160799","CCDC12"
"ENST00000463511.1",0.000914201,"ENST00000463511.1","ENST00000463511",0.000914201,"ENSG00000176101","SSNA1"
"ENST00000703965.1",0.000923454,"ENST00000703965.1","ENST00000703965",0.000923454,"ENSG00000099977","DDT"
"ENST00000678598.1",0.000928139,"ENST00000678598.1","ENST00000678598",0.000928139,"ENSG00000164733","CTSB"
"ENST00000409468.1",0.000929677,"ENST00000409468.1","ENST00000409468",0.000929677,"ENSG00000115541","HSPE1"
"ENST00000524461.1",0.000932336,"ENST00000524461.1","ENST00000524461",0.000932336,"ENSG00000110696","C11orf58"
"ENST00000531658.1",0.000932336,"ENST00000531658.1","ENST00000531658",0.000932336,"ENSG00000110696","C11orf58"
"ENST00000547529.6",0.00093345,"ENST00000547529.6","ENST00000547529",0.00093345,"ENSG00000187109","NAP1L1"
"ENST00000551779.5",0.000941595,"ENST00000551779.5","ENST00000551779",0.000941595,"ENSG00000111481","COPZ1"
"ENST00000484178.5",0.000942074,"ENST00000484178.5","ENST00000484178",0.000942074,"ENSG00000106028","SSBP1"
"ENST00000440766.5",0.000948227,"ENST00000440766.5","ENST00000440766",0.000948227,"ENSG00000242372","EIF6"
"ENST00000522352.6",0.000950893,"ENST00000522352.6","ENST00000522352",0.000950893,"ENSG00000104408","EIF3E"
"ENST00000531767.1",0.000954204,"ENST00000531767.1","ENST00000531767",0.000954204,"ENSG00000161016","RPL8"
"ENST00000452806.5",0.000958561,"ENST00000452806.5","ENST00000452806",0.000958561,"ENSG00000115875","SRSF7"
"ENST00000529639.6",0.000960159,"ENST00000529639.6","ENST00000529639",0.000960159,"ENSG00000149806","FAU"
"ENST00000350021.2",0.000964047,"ENST00000350021.2","ENST00000350021",0.000964047,"ENSG00000165264","NDUFB6"
"ENST00000339093.7",0.000966005,"ENST00000339093.7","ENST00000339093",0.000966005,"ENSG00000142546","NOSIP"
"ENST00000527548.5",0.000966625,"ENST00000527548.5","ENST00000527548",0.000966625,"ENSG00000149806","FAU"
"ENST00000598820.5",0.00097696,"ENST00000598820.5","ENST00000598820",0.00097696,"ENSG00000142546","NOSIP"
"ENST00000559113.6",0.000978262,"ENST00000559113.6","ENST00000559113",0.000978262,"ENSG00000182718","ANXA2"
"ENST00000625172.3",0.000979089,"ENST00000625172.3","ENST00000625172",0.000979089,"ENSG00000244687","UBE2V1"
"ENST00000568339.5",0.000981368,"ENST00000568339.5","ENST00000568339",0.000981368,"ENSG00000131143","COX4I1"
"ENST00000395839.5",0.000982601,"ENST00000395839.5","ENST00000395839",0.000982601,"ENSG00000170315","UBB"
"ENST00000474945.1",0.000995929,"ENST00000474945.1","ENST00000474945",0.000995929,"ENSG00000114902","SPCS1"
"ENST00000455025.6",0.00099693,"ENST00000455025.6","ENST00000455025",0.00099693,"ENSG00000241863","RPP21"
"ENST00000490380.5",0.000997355,"ENST00000490380.5","ENST00000490380",0.000997355,"ENSG00000223367","RPS18"
"ENST00000245539.11",0.001017571,"ENST00000245539.11","ENST00000245539",0.001017571,"ENSG00000125445","MRPS7"
"ENST00000527435.5",0.001021534,"ENST00000527435.5","ENST00000527435",0.001021534,"ENSG00000168002","POLR2G"
"ENST00000254193.11",0.001024772,"ENST00000254193.11","ENST00000254193",0.001024772,"ENSG00000131876","SNRPA1"
"ENST00000598057.1",0.001040637,"ENST00000598057.1","ENST00000598057",0.001040637,"ENSG00000105404","RABAC1"
"ENST00000565125.5",0.001041571,"ENST00000565125.5","ENST00000565125",0.001041571,"ENSG00000197345","MRPL21"
"ENST00000339091.8",0.001053071,"ENST00000339091.8","ENST00000339091",0.001053071,"ENSG00000003436","TFPI"
"ENST00000276689.8",0.001054899,"ENST00000276689.8","ENST00000276689",0.001054899,"ENSG00000147684","NDUFB9"
"ENST00000452606.2",0.001060779,"ENST00000452606.2","ENST00000452606",0.001060779,"ENSG00000144713","RPL32"
"ENST00000556654.5",0.001064596,"ENST00000556654.5","ENST00000556654",0.001064596,"ENSG00000172590","MRPL52"
"ENST00000565525.1",0.001066263,"ENST00000565525.1","ENST00000565525",0.001066263,"ENSG00000169627","BOLA2B"
"ENST00000233893.10",0.001074197,"ENST00000233893.10","ENST00000233893",0.001074197,"ENSG00000115541","HSPE1"
"ENST00000480550.1",0.001074789,"ENST00000480550.1","ENST00000480550",0.001074789,"ENSG00000173418","NAA20"
"ENST00000504696.1",0.001078416,"ENST00000504696.1","ENST00000504696",0.001078416,"ENSG00000153037","SRP19"
"ENST00000525054.1",0.0010851,"ENST00000525054.1","ENST00000525054",0.0010851,"ENSG00000149100","EIF3M"
"ENST00000532091.1",0.001087667,"ENST00000532091.1","ENST00000532091",0.001087667,"ENSG00000109971","HSPA8"
"ENST00000276096.10",0.001097858,"ENST00000276096.10","ENST00000276096",0.001097858,"ENSG00000147155","EBP"
"ENST00000495186.6",0.001097858,"ENST00000495186.6","ENST00000495186",0.001097858,"ENSG00000147155","EBP"
"ENST00000294742.6",0.001097858,"ENST00000294742.6","ENST00000294742",0.001097858,"ENSG00000162704","ARPC5"
"ENST00000617429.5",0.001103201,"ENST00000617429.5","ENST00000617429",0.001103201,"ENSG00000273611","ZNHIT3"
"ENST00000488353.2",0.001118299,"ENST00000488353.2","ENST00000488353",0.001118299,"ENSG00000157916","RER1"
"ENST00000632592.1",0.001121832,"ENST00000632592.1","ENST00000632592",0.001121832,"ENSG00000278229","RPS17"
"ENST00000575208.2",0.001122834,"ENST00000575208.2","ENST00000575208",0.001122834,"ENSG00000183011","NAA38"
"ENST00000695603.1",0.001124799,"ENST00000695603.1","ENST00000695603",0.001124799,"ENSG00000004455","AK2"
"ENST00000430118.1",0.001134156,"ENST00000430118.1","ENST00000430118",0.001134156,"ENSG00000029993","HMGB3"
"ENST00000263655.4",0.001137554,"ENST00000263655.4","ENST00000263655",0.001137554,"ENSG00000119865","CNRIP1"
"ENST00000409559.7",0.001137554,"ENST00000409559.7","ENST00000409559",0.001137554,"ENSG00000119865","CNRIP1"
"ENST00000677937.1",0.001138658,"ENST00000677937.1","ENST00000677937",0.001138658,"ENSG00000088832","FKBP1A"
"ENST00000551589.5",0.001141401,"ENST00000551589.5","ENST00000551589",0.001141401,"ENSG00000092841","MYL6"
"ENST00000467029.5",0.001145147,"ENST00000467029.5","ENST00000467029",0.001145147,"ENSG00000173436","MICOS10"
"ENST00000460760.1",0.001151446,"ENST00000460760.1","ENST00000460760",0.001151446,"ENSG00000114942","EEF1B2"
"ENST00000515355.5",0.001163266,"ENST00000515355.5","ENST00000515355",0.001163266,"ENSG00000113387","SUB1"
"ENST00000533865.6",0.001180676,"ENST00000533865.6","ENST00000533865",0.001180676,"ENSG00000109861","CTSC"
"ENST00000400087.7",0.00118323,"ENST00000400087.7","ENST00000400087",0.00118323,"ENSG00000154723","ATP5PF"
"ENST00000569622.6",0.001186894,"ENST00000569622.6","ENST00000569622",0.001186894,"ENSG00000261740","BOLA2-SMG1P6"
"ENST00000515838.2",0.001199321,"ENST00000515838.2","ENST00000515838",0.001199321,"ENSG00000173933","RBM4"
"ENST00000442189.6",0.001204851,"ENST00000442189.6","ENST00000442189",0.001204851,"ENSG00000104529","EEF1D"
"ENST00000678093.1",0.001223508,"ENST00000678093.1","ENST00000678093",0.001223508,"ENSG00000135486","HNRNPA1"
"ENST00000526267.1",0.001224076,"ENST00000526267.1","ENST00000526267",0.001224076,"ENSG00000149100","EIF3M"
"ENST00000620309.4",0.001229564,"ENST00000620309.4","ENST00000620309",0.001229564,"ENSG00000277791","PSMB3"
"ENST00000409909.7",0.001233431,"ENST00000409909.7","ENST00000409909",0.001233431,"ENSG00000106355","LSM5"
"ENST00000520210.1",0.001233431,"ENST00000520210.1","ENST00000520210",0.001233431,"ENSG00000154582","ELOC"
"ENST00000441504.2",0.001233651,"ENST00000441504.2","ENST00000441504",0.001233651,"ENSG00000226950","DANCR"
"ENST00000522552.5",0.001250201,"ENST00000522552.5","ENST00000522552",0.001250201,"ENSG00000113558","SKP1"
"ENST00000452161.5",0.001254257,"ENST00000452161.5","ENST00000452161",0.001254257,"ENSG00000115380","EFEMP1"
"ENST00000506126.5",0.001254257,"ENST00000506126.5","ENST00000506126",0.001254257,"ENSG00000145425","RPS3A"
"ENST00000599255.5",0.001255488,"ENST00000599255.5","ENST00000599255",0.001255488,"ENSG00000142227","EMP3"
"ENST00000336097.7",0.001263102,"ENST00000336097.7","ENST00000336097",0.001263102,"ENSG00000239672","NME1"
"ENST00000647529.1",0.001276931,"ENST00000647529.1","ENST00000647529",0.001276931,"ENSG00000185825","BCAP31"
"ENST00000613570.4",0.001281128,"ENST00000613570.4","ENST00000613570",0.001281128,"ENSG00000116161","CACYBP"
"ENST00000580261.6",0.001290715,"ENST00000580261.6","ENST00000580261",0.001290715,"ENSG00000265681","RPL17"
"ENST00000464949.5",0.001307835,"ENST00000464949.5","ENST00000464949",0.001307835,"ENSG00000135940","COX5B"
"ENST00000486575.1",0.001324346,"ENST00000486575.1","ENST00000486575",0.001324346,"ENSG00000099901","RANBP1"
"ENST00000259632.12",0.001329728,"ENST00000259632.12","ENST00000259632",0.001329728,"ENSG00000137100","DCTN3"
"ENST00000645576.1",0.001333615,"ENST00000645576.1","ENST00000645576",0.001333615,"ENSG00000075624","ACTB"
"ENST00000340913.11",0.001348887,"ENST00000340913.11","ENST00000340913",0.001348887,"ENSG00000135486","HNRNPA1"
